"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173","V174","V175","V176","V177","V178","V179","V180","V181","V182","V183","V184","V185","V186","V187","V188","V189","V190","V191","V192","V193","V194","V195","V196","V197","V198","V199","V200","V201","V202","V203","V204","V205","V206","V207","V208","V209","V210","V211","V212","V213","V214","V215","V216","V217"
"image_0107",0,0,0.0012953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012953,0,0.0012953,0,0,0,0.0012953,0,0,0,0,0,0,0.0025907,0,0.0012953,0,0,0,0,0.0012953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012953,0,0,0,0,0,0,0,0,0.0012953,0,0,0,0,0,0.0012953,0,0,0,0,0,0,0,0.0012953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0025907,0,0,0,0,0.0012953,0,0,0,0,0,0,0,0,0.0012953,0,0,0,0,0,0.0012953,0,0,0,0,0,0.0012953,0,0,0,0.003886,0.0025907,0.0012953,0,0,0,0,0,0,0,0.0012953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012953,0,0,0,0,0,0,0,0,0.0012953,0,0,0,0.0025907,0,0.014249,0.0012953,0,0,0,0.0012953,0,0,0,0,0,0,0,0,0.0012953,0,0,0.0012953,0,0,0,0.0012953,0,0,0,0,0,0,0,0,0.0012953,0.0025907,0,0,0,0,0,0,0,0,0,0,0.0012953,0,0,0,0,0,0.0012953,0
"image_0108",0,0.00091157,0,0,0,0,0,0,0,0,0,0,0,0.00091157,0,0,0.0018231,0,0,0,0,0,0,0,0,0,0.0027347,0,0,0,0,0,0,0,0,0,0,0.00091157,0,0,0,0,0.00091157,0,0,0,0,0.00091157,0,0,0,0,0,0,0,0.00091157,0,0,0,0,0,0,0.0018231,0,0,0,0,0,0.00091157,0,0,0,0,0,0,0,0,0,0.00091157,0.00091157,0,0,0.00091157,0.0082042,0.00091157,0,0,0,0,0.00091157,0,0,0,0.0018231,0.00091157,0.00091157,0,0,0,0,0,0,0,0.00091157,0,0,0,0,0,0,0,0,0,0,0.0036463,0.00091157,0.00091157,0,0,0,0,0,0,0.0018231,0,0,0,0,0,0,0,0.00091157,0,0,0,0,0,0,0.00091157,0,0,0,0.00091157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00091157,0,0,0,0,0,0.0082042,0,0,0,0,0,0,0,0,0.00091157,0.00091157,0,0,0.00091157,0,0,0,0,0.0027347,0,0.00091157,0.00091157,0.00091157,0,0,0,0,0,0,0,0,0.0018231,0.00091157,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00091157,0,0,0
"image_0109",0,0.0053619,0,0.002681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0053619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002681,0,0,0,0,0,0,0,0,0.0053619,0,0,0,0,0,0,0,0,0.002681,0,0,0,0,0.002681,0,0,0,0.0053619,0,0,0,0,0,0,0,0,0,0,0.013405,0,0,0,0,0,0,0,0,0,0.0053619,0,0,0,0,0,0,0,0,0,0,0.002681,0.0053619,0.0053619,0,0,0.0053619,0,0,0,0,0.002681,0,0,0,0,0,0,0,0,0,0,0,0,0.002681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0053619,0,0,0,0,0,0,0,0.002681,0,0,0,0,0.002681,0,0,0,0,0,0,0,0,0,0.002681,0,0.002681,0,0,0,0,0,0,0.002681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002681,0
"image_0110",0,0.0012642,0,0,0,0,0,0,0,0.00063211,0,0.00063211,0,0.00063211,0,0.0018963,0.00063211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00063211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00063211,0,0,0,0,0,0,0,0,0.00063211,0,0.00063211,0.00063211,0,0,0,0,0,0,0,0,0,0.0012642,0,0,0.00063211,0,0,0.00063211,0,0,0.00063211,0,0,0.00063211,0.00063211,0,0,0.00063211,0,0,0,0.00063211,0,0,0.0012642,0.00063211,0,0.0018963,0,0,0,0,0,0,0,0.0012642,0,0,0,0.0012642,0.00063211,0,0.00063211,0,0.00063211,0.00063211,0.00063211,0.00063211,0.0018963,0,0.00063211,0.0012642,0,0.00063211,0,0.0031606,0,0.00063211,0.00063211,0.00063211,0,0,0,0.00063211,0,0,0,0,0,0.00063211,0,0,0,0,0,0,0.00063211,0,0,0.00063211,0,0,0,0,0.00063211,0,0,0,0.00063211,0,0.00063211,0,0,0,0,0,0,0,0,0.00063211,0,0.0012642,0,0.00063211,0.0012642,0,0,0,0,0,0.00063211,0.00063211,0,0.0025285,0,0,0.0012642,0,0.0018963,0,0.0018963,0,0,0.00063211,0,0.00063211,0,0,0,0,0.00063211,0.00063211,0,0,0,0.00063211,0.00063211,0,0.00063211,0,0,0,0.00063211,0,0,0.00063211,0.0012642,0,0.00063211
"image_0111",0,0,0,0,0,0,0.0012077,0,0.0036232,0,0,0,0,0,0,0,0,0.0012077,0,0,0,0,0,0.0012077,0.0012077,0,0,0,0,0.0012077,0,0.0024155,0,0,0.0012077,0,0,0,0,0,0,0.0024155,0.0012077,0,0,0,0,0,0,0,0,0,0,0,0,0.0012077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012077,0,0,0,0,0,0,0,0,0,0.0012077,0,0,0.0024155,0,0,0,0,0,0,0,0,0,0,0.0012077,0,0,0.0012077,0.0012077,0,0,0,0.0024155,0,0.0012077,0.0012077,0,0,0,0.0012077,0,0,0,0.0012077,0,0,0.0012077,0,0,0,0,0,0,0.0012077,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0024155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012077,0,0.0012077,0,0.0036232,0.0012077,0,0.0012077,0,0,0,0.0012077,0,0,0,0.0012077,0.0012077,0.0012077,0.0012077,0.0012077,0,0,0,0,0,0,0,0.0012077,0,0,0,0.0012077,0,0,0.0024155,0.0012077,0,0,0,0,0,0,0,0,0,0,0.0012077,0,0.0012077,0,0.0012077,0,0
"image_0112",0,0,0,0,0,0,0,0,0,0,0.001002,0.001002,0,0,0.001002,0,0,0,0.002004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001002,0,0,0,0,0,0,0,0,0,0,0,0,0.001002,0.001002,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001002,0,0,0,0,0,0,0,0,0,0,0,0.001002,0,0,0.002004,0,0,0,0,0,0,0,0.001002,0,0,0,0.001002,0,0,0,0,0,0,0,0,0,0.002004,0.002004,0.001002,0,0.001002,0,0,0,0,0,0,0,0,0.003006,0.001002,0,0,0,0,0,0,0,0.002004,0.003006,0,0,0,0.001002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001002,0,0,0,0,0,0,0,0,0,0,0.001002,0,0,0,0,0,0,0,0,0,0,0.004008,0,0.001002,0,0.001002,0,0,0.001002,0.003006,0.001002,0,0,0.001002,0.002004,0,0.001002,0,0.001002,0,0,0,0.002004,0,0.002004,0.001002,0,0.001002,0,0,0.001002,0,0,0,0,0,0,0.001002,0,0,0,0,0,0,0,0,0,0,0,0,0
"image_0113",0,0.000978,0,0.000489,0,0,0,0.000489,0,0.000489,0,0,0,0.000978,0,0.000978,0,0.000489,0.001956,0,0,0,0.000489,0,0.000978,0,0,0,0,0,0,0.000489,0,0,0,0,0,0,0.000978,0,0,0.000978,0,0,0,0,0.000978,0,0,0.000489,0,0,0.000489,0,0,0.000489,0.000489,0,0,0,0.000489,0,0,0,0.000489,0,0,0,0,0,0,0,0.000978,0.000978,0,0,0,0,0.000978,0,0.000489,0,0,0,0,0,0,0,0,0,0.000489,0.000489,0.000489,0.001956,0,0,0,0,0.000489,0,0,0.000978,0.000489,0,0.000489,0,0.000978,0.000489,0.000489,0,0,0,0,0.000489,0.000489,0,0.002445,0,0,0.001956,0,0.000489,0.000978,0.005868,0,0,0.001467,0,0,0,0.000489,0.000489,0,0,0,0,0.000489,0.000489,0,0.000978,0,0,0,0,0,0,0,0,0,0,0,0,0.000489,0,0,0,0,0,0,0,0,0,0,0,0,0.000489,0,0.00978,0,0.000978,0,0.000489,0,0,0,0,0,0,0.000489,0,0,0.000489,0.000489,0,0.000489,0,0,0.000489,0.000978,0.000489,0,0.000978,0,0.000489,0,0,0,0.000489,0.000978,0.000489,0,0,0.000489,0,0,0,0,0,0.000978,0.000489,0.000489,0,0.000978,0,0.000489,0,0
"image_0114",0,0.00098766,0,0,0,0,0,0,0,0.00049383,0,0,0,0,0,0.00098766,0,0,0.00049383,0,0.00098766,0,0.00098766,0.00049383,0,0,0,0,0,0,0,0.00049383,0,0.00049383,0,0.00049383,0,0,0.0014815,0,0,0,0.00049383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00098766,0,0,0,0,0,0,0.00049383,0.00049383,0,0,0,0,0,0,0,0,0,0,0.0019753,0.00049383,0,0.00049383,0,0,0,0,0,0,0,0.00098766,0,0.00049383,0,0.0088889,0,0.00098766,0,0,0,0.00049383,0,0.00098766,0,0.00049383,0,0,0.00049383,0,0.00098766,0,0.00049383,0,0.00049383,0,0.00049383,0.00049383,0.00098766,0.00098766,0.00049383,0,0,0,0,0.0019753,0,0.00049383,0.0014815,0,0,0,0.00049383,0.00049383,0,0.00049383,0,0,0,0,0.00049383,0,0,0,0.00049383,0,0,0,0,0,0,0,0.00049383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0014815,0,0.0049383,0,0.0014815,0,0,0.00049383,0.00049383,0,0,0,0,0,0,0,0.00098766,0,0,0,0.00049383,0,0.0019753,0.0014815,0,0.0014815,0.00049383,0,0,0,0.00049383,0,0,0.00049383,0.00049383,0,0,0.0069136,0.00098766,0,0,0,0,0.00049383,0.00049383,0.00049383,0,0.00098766,0,0,0.00049383,0
"image_0115",0,0.0045872,0.0015291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015291,0,0,0,0.0015291,0,0,0.0015291,0,0,0,0,0,0,0,0,0,0,0,0,0.0030581,0,0.0015291,0,0.0015291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015291,0.0015291,0,0,0,0,0,0.0015291,0,0,0.0015291,0,0,0,0,0,0,0,0,0,0,0.0015291,0,0,0,0.0015291,0,0,0,0,0,0,0,0,0.0076453,0,0.0015291,0,0,0,0.0015291,0,0,0,0,0,0,0.0015291,0,0,0.0015291,0,0,0,0,0,0,0,0.0030581,0.0030581,0,0,0,0,0,0,0.0045872,0,0,0,0,0,0,0,0.0030581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015291,0,0,0,0,0,0,0.0015291,0,0.0045872,0,0,0,0,0,0.0015291,0,0,0,0.0015291,0,0,0.0030581,0.0015291,0,0,0,0,0,0,0.0045872,0,0,0,0,0,0,0,0,0,0.0015291,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015291,0,0,0,0
"image_0116",0,0,0,0,0,0,0.00088339,0,0,0.00088339,0,0,0,0,0,0.00088339,0.0026502,0,0,0,0,0,0,0.00088339,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0044169,0,0.00088339,0,0.00088339,0,0,0,0,0.00088339,0,0,0,0,0,0,0,0,0,0,0.00088339,0,0.00088339,0,0,0.0017668,0,0,0,0,0,0,0,0,0.00088339,0,0,0,0,0,0,0.00088339,0,0,0,0.0017668,0.0044169,0,0,0,0,0,0,0,0.0017668,0,0.0026502,0,0,0,0,0,0,0,0,0.00088339,0,0.0035336,0,0.00088339,0,0.00088339,0,0,0,0,0,0,0,0.0017668,0,0,0,0,0.00088339,0,0.0044169,0.00088339,0.0026502,0.00088339,0,0,0,0,0.0017668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00088339,0,0,0.00088339,0,0,0.0097173,0,0.0017668,0,0,0,0,0,0,0,0,0,0,0.00088339,0,0,0,0,0.0017668,0.0017668,0,0.0017668,0,0.00088339,0,0,0.0026502,0,0,0,0,0.0017668,0,0,0,0,0.00088339,0,0,0,0,0,0,0,0,0,0,0,0,0
"image_0117",0,0.0014896,0.00099305,0,0,0,0,0.00049653,0,0.00099305,0,0,0,0,0,0.00099305,0,0,0,0,0,0,0,0.00099305,0,0,0,0,0,0.00049653,0,0.00049653,0,0,0,0,0,0.00049653,0.00049653,0,0,0.00049653,0.00049653,0,0,0,0,0,0,0.00099305,0,0,0.00049653,0,0,0,0,0.00099305,0,0,0,0.00049653,0,0,0,0,0,0,0,0.00049653,0,0,0,0,0,0,0.00049653,0,0.0054618,0,0,0.00099305,0.00049653,0,0,0,0,0,0,0,0,0.00049653,0,0.0014896,0.00049653,0,0,0,0,0,0,0,0.00049653,0.00049653,0,0,0.00099305,0.00049653,0,0.00049653,0,0,0.00049653,0,0,0,0.0019861,0,0.00049653,0.0019861,0.00099305,0.00049653,0.00049653,0.00049653,0,0,0,0,0,0,0.00049653,0,0,0,0,0,0,0,0,0,0,0.00049653,0.00049653,0,0,0,0,0.00049653,0,0,0,0,0,0.00049653,0,0,0,0,0,0,0,0.00049653,0,0,0.00099305,0.00049653,0,0,0.00049653,0,0,0,0,0,0,0,0.00049653,0,0.00049653,0.0029792,0,0,0.00049653,0,0,0,0,0.00049653,0.0024826,0,0.00049653,0,0,0,0,0,0.00049653,0,0,0.00099305,0.0014896,0,0,0.00099305,0,0,0,0,0,0,0.00049653,0,0,0,0.00049653,0,0
"image_0118",0,0,0,0,0,0.0011723,0,0,0.0011723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011723,0,0.0011723,0,0,0,0.0011723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011723,0,0.0011723,0,0,0.0011723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011723,0,0.0011723,0,0,0,0,0.0011723,0,0,0,0,0,0,0.0011723,0,0,0,0,0,0,0,0,0.0011723,0,0,0,0,0.0023447,0,0,0,0,0,0,0.0023447,0,0,0,0.0011723,0,0,0,0,0,0,0,0,0,0,0.0011723,0.0011723,0,0,0,0,0,0,0,0,0,0,0,0,0.0011723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003517,0,0,0,0,0.0011723,0,0.0011723,0,0,0,0,0,0.0023447,0,0,0,0.0011723,0.0011723,0.0023447,0,0,0,0,0.0011723,0,0.0011723,0,0,0,0,0.0011723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011723,0,0
"image_0119",0,0.0013201,0,0.00066007,0,0,0,0,0.00066007,0,0,0,0,0.0013201,0.00066007,0,0.0013201,0,0.0019802,0,0,0,0,0,0,0.00066007,0,0,0,0.0013201,0,0,0,0,0,0,0,0,0,0,0,0.0013201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00066007,0,0,0,0,0,0,0,0,0,0,0.00066007,0,0,0,0,0,0.00066007,0,0,0,0,0.00066007,0,0,0.00066007,0.0013201,0.00066007,0,0.0046205,0,0.00066007,0,0,0,0,0,0.00066007,0,0.0013201,0.0013201,0,0.00066007,0.0019802,0.0013201,0,0,0,0,0,0.00066007,0,0.0052806,0,0,0.0026403,0,0.0013201,0.00066007,0.0026403,0,0.00066007,0.0039604,0,0,0,0,0,0.00066007,0.00066007,0,0,0,0.00066007,0.00066007,0,0,0,0,0,0,0,0.00066007,0,0,0,0,0,0,0,0,0.0026403,0,0,0.00066007,0,0,0,0,0,0,0,0,0.012541,0,0.00066007,0,0,0,0,0,0.0019802,0,0,0,0.00066007,0.0013201,0,0,0,0,0,0,0,0.0026403,0,0.0013201,0,0,0.00066007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00066007,0,0,0.00066007,0,0,0,0
"image_0120",0,0.0021954,0.0010977,0.0010977,0,0.0010977,0,0.0010977,0,0,0,0,0,0.0010977,0,0.0010977,0.0010977,0.0032931,0,0,0,0,0.0010977,0.0010977,0,0,0,0,0,0.0010977,0,0.0010977,0,0,0,0,0,0,0.0021954,0,0.0010977,0,0,0,0,0,0,0,0.0010977,0,0,0,0,0,0,0.0021954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0010977,0,0,0,0,0.0010977,0,0,0.0010977,0,0,0,0,0,0,0,0,0,0,0.0010977,0,0,0.0010977,0.0021954,0.0010977,0.0021954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0010977,0,0,0.0032931,0,0.0010977,0,0,0,0,0.0010977,0,0,0.0010977,0,0,0,0,0.0010977,0,0.0010977,0,0,0,0.0010977,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0010977,0,0,0,0,0,0,0,0,0,0.0010977,0,0,0,0,0,0.0010977,0,0.0010977,0.0010977,0,0,0.0010977,0,0.0010977,0,0,0,0.0010977,0,0.0021954,0,0,0,0,0,0,0.0010977,0,0,0.0010977,0,0.0010977,0,0,0,0,0.0021954,0,0,0,0,0.0010977,0,0,0,0,0,0,0.0032931,0,0,0.0010977,0,0.0010977,0
"image_0121",0,0,0.0011111,0,0.0011111,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011111,0,0,0,0,0.0011111,0,0,0,0,0,0.0022222,0,0.0011111,0,0,0,0,0,0,0,0,0,0,0.0011111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011111,0,0,0,0,0,0,0,0.0044445,0,0,0.0011111,0.0011111,0,0,0,0,0,0,0,0,0,0,0.0011111,0,0,0,0,0,0,0.0011111,0,0,0.0011111,0,0,0,0,0,0.0011111,0,0,0.0022222,0,0,0,0,0,0.0011111,0,0,0.0011111,0.0011111,0,0,0,0,0,0,0.0033333,0,0.0011111,0,0.0011111,0,0,0,0,0,0,0,0,0,0,0.0011111,0.0011111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011111,0,0,0.0022222,0,0.0011111,0,0,0.0022222,0.0077778,0.0022222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011111,0,0,0,0,0,0,0,0,0,0,0,0,0
"image_0122",0,0.0015385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015385,0,0,0,0,0,0,0,0,0.0015385,0,0,0,0,0.0015385,0.0015385,0,0,0,0,0,0,0,0.0030769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015385,0,0,0,0,0.0030769,0.0015385,0,0,0,0,0,0,0,0,0,0,0.0015385,0,0,0,0,0,0,0,0,0,0,0.0015385,0.0030769,0,0,0.0015385,0,0,0.0015385,0.0015385,0,0,0,0,0,0,0,0.0015385,0,0,0,0,0,0,0.0015385,0,0,0,0,0,0,0.0015385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015385,0,0,0.0015385,0,0,0.021539,0,0.0030769,0,0,0,0,0.0030769,0.0030769,0,0,0,0,0,0,0,0,0,0,0,0,0.0015385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015385,0,0,0,0,0,0,0,0,0,0,0,0,0
"image_0123",0.00083823,0,0.00083823,0,0,0,0.00083823,0,0,0,0,0,0,0.00083823,0,0.00083823,0.00083823,0,0.00083823,0,0,0.00083823,0,0.00083823,0.0025147,0.00083823,0,0,0,0,0,0,0,0,0,0,0,0.0025147,0.0025147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011735,0.0016765,0.00083823,0,0,0,0,0,0,0,0,0.0025147,0,0.0016765,0,0,0,0,0.00083823,0,0.00083823,0.0016765,0.0016765,0.0016765,0,0,0,0.00083823,0,0,0.0033529,0,0,0.0025147,0,0,0,0,0.00083823,0,0.0025147,0,0,0,0,0,0,0,0,0,0,0,0,0.0016765,0.00083823,0,0,0,0,0,0,0,0.00083823,0,0,0.0016765,0,0,0,0,0,0,0.00083823,0,0.0092205,0.00083823,0,0,0,0,0.00083823,0.0050294,0,0,0,0,0,0.00083823,0,0,0,0.0016765,0,0,0,0.00083823,0.00083823,0,0,0,0.0025147,0,0,0,0,0.00083823,0,0,0.00083823,0.0016765,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"image_0124",0,0,0.0034247,0,0,0,0,0,0,0,0,0,0,0,0,0.0017123,0.0017123,0,0.0017123,0,0,0,0.0017123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0017123,0,0,0,0,0,0.0034247,0,0,0,0,0,0,0,0.0017123,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0017123,0,0,0,0,0,0.0017123,0.005137,0,0,0,0,0,0,0,0,0,0,0,0,0.0017123,0,0,0,0,0,0.0017123,0,0.0034247,0,0.0034247,0,0,0.0017123,0,0.0017123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0017123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0017123,0,0,0,0,0,0,0,0,0,0,0,0.0017123,0,0,0,0,0.0017123,0,0,0,0,0,0,0.0017123,0,0.0017123,0,0,0,0,0.0017123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"image_0125",0,0,0,0,0,0,0.0014684,0,0,0,0,0,0,0.0014684,0,0,0,0,0.0029369,0,0,0,0.0014684,0,0,0,0,0,0,0,0.0014684,0,0,0,0,0,0,0.0029369,0,0,0,0,0.0014684,0,0,0,0,0.0014684,0,0,0,0,0,0,0,0,0,0,0,0.0014684,0,0,0,0,0.0014684,0,0,0,0.0014684,0,0,0,0,0,0,0,0,0,0,0,0,0.0014684,0,0,0,0,0,0,0,0,0,0.0014684,0,0.0029369,0,0,0,0,0,0,0,0,0,0,0,0,0.0014684,0,0,0,0.0014684,0,0,0,0,0,0,0,0.0014684,0.0029369,0,0,0,0,0.0014684,0.0029369,0.0014684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0014684,0,0,0.0014684,0.0014684,0,0,0.0014684,0,0,0,0,0,0.0029369,0.0014684,0,0,0,0,0.0014684,0,0,0.0029369,0.0014684,0,0,0,0,0.0014684,0,0,0,0.0014684,0,0,0,0,0,0,0,0,0,0,0.0014684,0,0
"image_0126",0.0011601,0,0,0,0,0,0,0,0,0,0,0,0,0.0011601,0,0.0011601,0,0.0011601,0.0023202,0,0,0,0,0,0.0011601,0,0,0,0,0,0,0,0,0,0,0.0011601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0023202,0,0.0011601,0,0,0,0,0,0,0.0011601,0.0011601,0,0,0,0.0011601,0,0,0,0,0,0,0,0,0.0023202,0,0.0011601,0.0011601,0,0,0,0,0,0,0,0.0023202,0,0.0034803,0,0,0.0011601,0,0,0.0011601,0,0.0011601,0,0,0,0,0,0.0011601,0,0,0,0,0,0,0,0,0.0011601,0,0,0,0,0,0,0,0,0,0,0,0.0011601,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011601,0,0.0081207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011601,0,0,0,0.0011601,0.0023202,0,0.0011601,0,0,0.0023202,0,0,0,0,0,0.0023202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011601,0,0
"image_0127",0,0,0.0012063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0060313,0.0012063,0,0,0,0.0012063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012063,0,0,0,0,0,0.0012063,0,0,0,0,0,0,0,0,0,0,0,0.0012063,0.0012063,0.0012063,0.0060313,0,0,0,0,0,0,0,0,0,0.0012063,0.0024125,0,0,0,0,0,0.0012063,0.0024125,0,0,0,0,0,0.0012063,0,0,0,0,0,0,0,0.0012063,0.0012063,0,0,0,0,0.0012063,0,0,0,0,0.0012063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012063,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012063,0,0,0,0.0012063,0,0,0,0,0,0,0,0.0036188,0,0,0.0012063,0,0,0,0,0.0012063,0,0,0.0012063,0,0,0,0,0,0.0012063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"image_0128",0,0.0029762,0,0,0,0,0.0029762,0.0059524,0.0059524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0029762,0,0,0,0,0.0029762,0,0,0,0,0,0,0.0029762,0,0,0,0,0.0029762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0029762,0,0,0,0.0029762,0,0,0,0,0,0,0,0,0,0.0029762,0,0,0.0029762,0,0,0.0029762,0,0,0,0,0,0,0,0,0,0.0059524,0,0,0,0.0029762,0,0.0029762,0,0,0,0,0,0.0029762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0029762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0059524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0029762,0,0,0.0029762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
